article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
664319001,664319,Tiblisi paperwaist tapered,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in woven fabric with a high paper bag waist, side pockets, detachable tie belt and tapered legs."
664647001,664647,Bruce Skinny Denim Trs,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs."
672127002,672127,Valerie Wide Leg trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Trousers in viscose jersey with an elasticated waist, side pockets and straight, wide legs."
673799001,673799,Bow paperwaist,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length trousers in woven fabric with a high, elasticated waist, detachable tie belt, zip fly with a concealed hook-and-eye fastening, side pockets and tapered legs with creases."
676387001,676387,Bobo,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Joggers in sturdy sweatshirt fabric with an elasticated drawstring waist and side pockets. Tapered legs with vertical seams and ribbed hems. Soft brushed inside.
705330001,705330,Borat Sweatpants,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Trousers in sweatshirt fabric with an elasticated waist, side pockets and ribbed hems."
705330002,705330,Borat Sweatpants,272,Trousers,Garment Lower body,1010006,Dot,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Trousers in sweatshirt fabric with an elasticated waist, side pockets and ribbed hems."
705330003,705330,Borat Sweatpants,272,Trousers,Garment Lower body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Trousers in sweatshirt fabric with an elasticated waist, side pockets and ribbed hems."
706016006,706016,Jade HW Skinny Denim TRS,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs."
712587003,712587,Bow HW paperwaist,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers woven in a viscose blend with a high paper bag waist with pleats and a detachable tie belt. Zip fly with concealed hook-and-eye fasteners, side pockets and tapered legs."
719530004,719530,Maja HW  WovenTRS,272,Trousers,Garment Lower body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers,"Cargo trousers in stretch twill with a high waist, zip fly and button, fake front pockets, real back pockets and flap leg pockets with concealed press-studs."
